Transaction Date,Transaction Amount,Merchant,User ID,Full Name,Product Category
2024-11-18,126.93,"Smith, White and Porter",USER__038,Stephanie Tran,
2024-12-18,998.9,Thompson Inc,USER__039,Diane Hudson,
2024-11-24,900.16,"Sanders, Foster and Mccarthy",USER__040,Michael Williams,
2024-09-29,1356.24,"Brown, Ward and Wiggins",USER__186,Betty Charles,
2024-12-27,125.74,"Huang, Thompson and Little",USER__148,Travis Reed,
2024-12-31,5.22,Jones-Navarro,USER__149,Regina Woods,
2024-12-29,1109.9,"Fernandez, Hughes and Curtis",USER__110,Michael Paul,
2024-12-12,28.19,Morrison-Hernandez,USER__111,Wayne Madden,
2024-11-26,39.01,Mejia Group,USER__150,Selena Lewis,
2024-11-20,60.4,Sanchez Group,USER__174,Michael Reid,
2024-09-22,885.44,"Carter, Francis and Villegas",USER__187,Anita Ramirez,
2024-12-15,156.93,Johnson-Taylor,USER__043,Ashley Smith,
2024-09-30,68.32,Smith Inc,USER__044,Christopher Harmon,
2025-01-02,229.45,Gamble-Franklin,USER__045,Scott Chase,
2024-11-20,190.53,Bates-Hall,USER__046,Erika Vazquez,
2024-11-03,34.63,Wright-Vargas,USER__116,Patrick Knight,
2024-12-12,171.93,Lynch and Sons,USER__117,Joseph Torres,
2024-09-07,187.96,Adams Inc,USER__152,Denise Mathews,
2024-10-25,67.3,Gray-Lee,USER__049,Michael Yang,
2024-12-14,2353.97,Holt-Huff,USER__153,Madison Liu,
2024-09-22,295.11,"Byrd, Merritt and Perry",USER__118,Kristin Richardson,
2024-11-02,28.87,Graham Ltd,USER__050,James Stewart,
2024-11-15,73.1,"Fox, Jacobs and Day",USER__052,Harold Smith,
2024-11-02,116.84,Curtis-Evans,USER__054,Rebecca Lopez,
2024-10-08,252.9,"Thompson, Bradford and Sanchez",USER__198,Sherri Rich,
2024-10-05,496.44,"Lee, Jacobs and Nguyen",USER__196,Chase Garcia,
2024-09-21,442.26,"Barker, Davis and Anderson",USER__119,Donald Glass,
2024-12-03,458.08,Hammond LLC,USER__057,John Davis,
2025-01-08,174.0,"Evans, Anderson and Garcia",USER__058,Roger Riley,
2025-01-12,64.75,Hayes-Reyes,USER__176,Ashley Campbell,
2025-01-08,583.81,"Barnes, Ochoa and Rodriguez",USER__059,Jason Jones,
2024-10-26,2834.72,Williams PLC,USER__177,Kayla Holt,
2024-09-05,121.58,"Williams, Goodman and Page",USER__197,Amy Powell,
2024-10-13,478.76,Spence Group,USER__062,Tina Lucas,
2024-12-09,160.78,"Gallegos, Brown and Bennett",USER__157,Anthony Armstrong,
2024-09-24,1693.63,Boyer-Carlson,USER__063,Paul Potter,
2024-09-12,48.53,"Cobb, Nguyen and Grimes",USER__158,Kelly Bush,
2024-10-08,29.04,"Burton, Huffman and Jensen",USER__159,Amy Davis,
2024-09-09,2756.25,"Webb, Bryant and Weiss",USER__160,Jacqueline Gordon,
2024-11-09,148.64,"Richards, Abbott and Jones",USER__161,David Barber,
2024-12-03,941.26,"Nelson, Golden and Gardner",USER__199,Sara Gonzalez,
2024-11-09,369.55,"Chapman, Davis and Richardson",USER__071,Michelle Phelps,
2024-11-24,100.02,Gallagher Inc,USER__072,Crystal Knapp,
2024-11-17,32.39,Young Group,USER__126,Thomas Shaw,
2024-10-01,17.89,Jackson-Young,USER__004,Denise Porter,
2024-10-04,14.56,"Spencer, Pennington and Davis",USER__008,Amber Brown,
2024-11-20,2022.93,Ramirez Inc,USER__074,Elizabeth Barnes,
2024-09-27,128.91,"Freeman, Schmidt and Taylor",USER__163,Steven Smith,
2024-11-23,106.69,"Webb, Mcneil and Day",USER__010,Daniel Pitts,
2024-11-23,527.36,Roberts-Jones,USER__077,William Contreras,
2024-12-22,154.25,Jones and Sons,USER__183,Betty Atkinson,
2024-09-08,251.33,Mitchell-Guzman,USER__130,Amy Mercer,
2024-09-16,266.55,"Sanchez, Jackson and Richardson",USER__190,Manuel Robinson,
2024-12-15,72.18,"Richardson, Thomas and Williams",USER__014,Darlene Tucker,
2024-10-15,36.42,Gomez-Cummings,USER__131,Benjamin Rice,
2025-01-02,46.68,Williams Group,USER__015,Jason Johnson,
2024-12-01,647.13,"Griffin, Glenn and Wheeler",USER__080,Emily Mcdaniel,
2024-12-26,518.04,Williams Inc,USER__016,Thomas Salas,
2024-12-15,276.48,Clark Ltd,USER__132,Katherine Howard,
2024-09-11,2556.26,Jones Ltd,USER__081,Michael Huang,
2024-09-27,517.74,Gonzalez Group,USER__082,Dana Hunt,
2024-09-02,1226.47,Conway LLC,USER__083,Brian Mcintyre,
2024-10-09,358.57,Taylor Group,USER__020,Melanie Greene,
2024-10-06,587.71,"Jefferson, Meadows and Cook",USER__133,Matthew Aguilar,
2024-10-12,18.7,Carrillo-Nelson,USER__084,Tammy Williams,
2024-12-07,317.51,Hernandez and Sons,USER__165,Matthew Hobbs,
2024-12-29,252.85,"Yang, Franco and Wilson",USER__023,Sabrina White,
2024-12-25,448.22,Ortega PLC,USER__134,Amber Taylor,
2024-12-19,123.77,Mcpherson-Green,USER__027,Michael Hines,
2024-12-30,27.99,Wong and Sons,USER__137,Kimberly Klein,
2024-11-08,183.31,Brown and Sons,USER__095,Margaret Carter,
2024-12-22,2360.47,Garrett-Kim,USER__168,Aaron Mckee,
2024-10-08,86.11,Butler and Sons,USER__170,Timothy Collier,
2024-12-15,75.45,Hart Ltd,USER__139,Anthony Arnold,
2024-09-09,2590.4,"Ramsey, Mitchell and Le",USER__171,Nicole Peterson,
2024-12-31,114.08,Griffin LLC,USER__141,Hector Saunders,
2025-01-10,600.02,Smith-Henderson,USER__143,Rebecca Gamble,
2024-10-03,17.12,Roberson-Jones,USER__147,Jennifer Tapia,
2024-10-03,136.41,Morgan and Sons,USER__104,Elizabeth Johnson,
2024-11-05,51.69,"Murray, Curtis and Howard",USER__038,Stephanie Tran,
2024-09-09,1003.9,Wade Ltd,USER__106,Joseph Powell,
2024-09-02,156.93,Nguyen-Black,USER__108,William Willis,
2024-11-01,923.78,"Hill, Barker and Hill",USER__186,Betty Charles,
2024-09-06,2745.82,"Paul, Martin and Henderson",USER__109,Shannon Ruiz,
2024-11-01,465.73,Johnson Inc,USER__041,Carolyn Brown,
2024-09-17,127.61,"Pittman, Rodriguez and Thomas",USER__110,Michael Paul,
2024-09-20,2967.57,Harper-Griffin,USER__111,Wayne Madden,
2024-10-03,156.4,"Eaton, Henderson and Hansen",USER__150,Selena Lewis,
2024-09-02,304.64,Wilkerson-Flores,USER__114,Brenda Haas,
2024-11-18,58.13,"Weber, Stewart and Herrera",USER__187,Anita Ramirez,
2024-12-04,2115.96,"Martinez, Allen and Zhang",USER__151,Scott Daniels,
2024-09-01,1963.59,Everett-Stevens,USER__048,Shannon Duke,
2024-10-29,424.2,Jordan-Snow,USER__153,Madison Liu,
2024-11-27,230.35,"Gutierrez, Tucker and Boyd",USER__154,Kyle Wade,
2024-11-24,7.97,Miller-Wu,USER__054,Rebecca Lopez,
2024-11-25,2466.61,Wright Ltd,USER__155,Christopher Campbell,
2024-11-17,643.91,Garcia Ltd,USER__055,Cameron Nielsen,
2024-12-20,74.65,Ward PLC,USER__196,Chase Garcia,
2024-12-30,77.27,"Miller, Flores and Coleman",USER__119,Donald Glass,
2024-10-07,235.63,"Dean, Reynolds and Fox",USER__057,John Davis,
2024-09-28,431.7,Myers-Moran,USER__176,Ashley Campbell,
2024-12-12,117.01,Edwards-Wells,USER__059,Jason Jones,
2024-12-01,78.89,"Harris, Williams and Martin",USER__200,Gwendolyn Wiley,
2024-11-28,814.86,Robinson Ltd,USER__177,Kayla Holt,
2024-09-28,394.66,Smith-Kane,USER__197,Amy Powell,
2024-11-28,406.26,Huynh Group,USER__062,Tina Lucas,
2025-01-06,109.74,"Reyes, Johnson and Stark",USER__188,Joan Marquez,
2024-12-27,104.06,Harrison Ltd,USER__063,Paul Potter,
2024-11-25,154.92,Gray-Byrd,USER__066,Erin Baker,
2024-10-02,298.66,"Wang, Johnson and Morris",USER__158,Kelly Bush,
2024-11-19,166.0,Anderson-Meyer,USER__159,Amy Davis,
2024-11-01,99.55,Arellano-Coleman,USER__161,David Barber,
2024-11-09,179.31,Jones-Owens,USER__069,Jennifer Villegas,
2024-10-28,327.5,Thomas-Elliott,USER__124,Eric Richard,
2024-09-25,11.55,Reilly-Evans,USER__162,Monica Bartlett,
2025-01-02,900.17,"Ellis, Johnson and Hernandez",USER__003,Kelsey Pena,
2024-12-15,65.35,Barnes Group,USER__073,Hunter Peters,
2024-10-15,90.62,Stevens Ltd,USER__127,Christopher Harris,
2025-01-12,176.84,Reynolds-Merritt,USER__180,Michelle Holden,
2024-12-17,995.69,Leon Group,USER__163,Steven Smith,
2024-12-12,132.59,"Hurley, Ingram and Johnson",USER__075,Patrick Price,
2024-12-22,176.01,"Coleman, Barr and Turner",USER__011,Jessica White,
2024-09-17,148.65,"Sanchez, Harrell and Torres",USER__078,Adam Hansen,
2024-10-26,124.46,Castillo PLC,USER__184,Sarah Warner,
2025-01-02,295.58,"Long, Wilcox and Richardson",USER__130,Amy Mercer,
2024-11-17,112.89,Hale Ltd,USER__190,Manuel Robinson,
2024-12-31,2982.67,Warren PLC,USER__079,Hannah Maynard,
2024-10-17,425.44,Garcia and Sons,USER__015,Jason Johnson,
2024-12-30,191.86,Mcguire and Sons,USER__193,Scott Harrison,
2024-11-19,1045.82,"Hancock, Sullivan and Henderson",USER__016,Thomas Salas,
2024-11-06,244.11,"Walton, Rodriguez and Griffin",USER__194,Meghan Acosta,
2024-12-08,176.68,Black-Bass,USER__082,Dana Hunt,
2024-10-15,22.05,Richardson LLC,USER__019,Lisa Ross,
2024-11-30,724.49,Wheeler Ltd,USER__185,Sydney Spencer,
2025-01-09,441.78,"Frazier, Campbell and Delgado",USER__083,Brian Mcintyre,
2024-11-10,96.22,"Stewart, Mckay and Perkins",USER__022,Ann Sullivan,
2024-12-11,17.51,"Irwin, Hart and Clark",USER__086,Joshua Burgess,
2024-10-18,63.97,Nguyen LLC,USER__023,Sabrina White,
2024-10-11,1309.4,"Santana, Kelly and Shelton",USER__024,Leslie Campbell,
2024-11-18,42.61,Estrada Inc,USER__087,Mary Pittman,
2024-12-05,243.32,Flores-Silva,USER__025,Ashley Carr,
2024-10-09,233.91,Keller-Marshall,USER__088,Joseph Meadows,
2024-11-12,2345.33,Garza and Sons,USER__167,Alejandro Reed,
2024-10-10,46.06,"Lane, Barber and Bishop",USER__093,Nicholas Jones,
2024-12-26,613.02,"Braun, Bates and Adams",USER__030,Christy Ramos,
2024-12-06,126.05,Ford Ltd,USER__031,Douglas Martin,
2024-12-11,196.28,Mays-Huynh,USER__136,Holly Jackson,
2024-09-23,268.05,"Rodriguez, Washington and Gonzales",USER__096,Charles Glover,
2024-09-19,25.78,Lee-Hines,USER__097,Derrick Aguilar,
2024-10-01,14.32,Rivera Inc,USER__098,Courtney Johnson,
2024-11-21,525.37,Lambert Inc,USER__033,Andrew Armstrong,
2024-09-02,152.85,Simmons-Lee,USER__171,Nicole Peterson,
2024-12-25,98.01,Galloway Group,USER__172,Stephanie Miller,
2024-09-24,175.3,Salas Group,USER__101,Nicole Kaufman,
2024-12-05,194.77,Crawford-Camacho,USER__141,Hector Saunders,
2024-11-16,117.89,Lewis LLC,USER__142,Jesse Clark,
2024-11-22,268.72,"Gordon, Mejia and Carr",USER__143,Rebecca Gamble,
2024-09-01,43.04,Jackson-Bell,USER__035,Raymond Ayala,
2024-09-30,214.01,Jones Group,USER__103,Alison Leon,
2024-11-16,127.19,"Wright, Jackson and Miles",USER__039,Diane Hudson,
2024-09-30,178.92,Church-Strong,USER__106,Joseph Powell,
2024-12-02,2915.72,Clark-Patterson,USER__107,Kelsey Ibarra,
2024-10-18,59.17,Medina Ltd,USER__108,William Willis,
2024-11-07,992.62,"Stone, Flores and Pham",USER__186,Betty Charles,
2024-11-20,122.36,Wood Ltd,USER__041,Carolyn Brown,
2024-09-17,193.82,Hill-Hester,USER__148,Travis Reed,
2024-11-30,87.18,"Haynes, Williams and Mcdonald",USER__149,Regina Woods,
2024-09-24,465.34,"Rodriguez, Moore and Sparks",USER__110,Michael Paul,
2024-12-31,168.52,Walker Inc,USER__111,Wayne Madden,
2024-10-23,2243.34,Davis-Jackson,USER__113,Bianca Bell,
2024-09-03,256.97,"Thompson, Thomas and Wall",USER__174,Michael Reid,
2024-10-03,236.77,Crawford-Walters,USER__114,Brenda Haas,
2024-11-29,139.64,Farley PLC,USER__043,Ashley Smith,
2024-10-02,273.34,King LLC,USER__115,Deborah Leonard,
2024-10-21,48.47,"Frazier, Fitzpatrick and Ramirez",USER__044,Christopher Harmon,
2024-11-26,221.38,Schmidt-Lopez,USER__047,Joseph Jones,
2024-11-30,45.52,"Kennedy, Myers and Pennington",USER__151,Scott Daniels,
2024-09-22,168.0,Peterson-Stevens,USER__152,Denise Mathews,
2024-09-05,102.71,Beck-Flores,USER__049,Michael Yang,
2025-01-04,149.5,Mckinney-Kelly,USER__153,Madison Liu,
2024-12-16,63.94,"Martin, Alexander and Davis",USER__154,Kyle Wade,
2024-10-04,86.24,"Mcbride, Estrada and Lopez",USER__052,Harold Smith,
2024-09-08,89.35,Bullock-Gregory,USER__053,James Parker,
2024-09-15,170.14,Grant-Hunt,USER__054,Rebecca Lopez,
2024-11-08,657.66,Cabrera and Sons,USER__198,Sherri Rich,
2024-11-19,178.14,Brady-Reyes,USER__055,Cameron Nielsen,
2024-12-25,1119.0,"Johnson, Robbins and Sparks",USER__196,Chase Garcia,
2024-12-24,29.51,Lee Group,USER__119,Donald Glass,
2024-10-13,418.78,"Massey, Lewis and Black",USER__156,Christopher Reynolds,
2025-01-05,996.37,Bruce Group,USER__058,Roger Riley,
2025-01-05,379.39,Kelly Group,USER__176,Ashley Campbell,
2024-10-26,2570.87,Boyd-James,USER__059,Jason Jones,
2024-09-16,554.21,Stevenson-Martin,USER__200,Gwendolyn Wiley,
2024-11-09,343.64,"Griffin, Harvey and Farmer",USER__120,Kathy Maldonado,
2024-10-30,92.02,Hinton Inc,USER__061,Melissa Turner,
2025-01-01,439.47,"Holland, Jackson and Gomez",USER__062,Tina Lucas,
2024-12-06,54.98,"Brown, Hernandez and Lutz",USER__178,Richard Lowery,
2024-11-15,208.66,Floyd-Johnson,USER__064,Kevin Hensley,
2024-10-13,333.25,Castro-Burns,USER__065,Jose Green,
2024-10-11,184.6,Castro-Hall,USER__158,Kelly Bush,
2024-09-26,947.85,"Sanders, Smith and Lyons",USER__160,Jacqueline Gordon,
2024-12-01,71.23,Barton-King,USER__161,David Barber,
2024-11-04,606.45,Fisher-Hughes,USER__199,Sara Gonzalez,
2024-12-08,2688.65,Payne-Taylor,USER__070,Franklin Mason,
2024-12-28,132.43,Clark-Vargas,USER__162,Monica Bartlett,
2024-11-03,128.66,Davidson Group,USER__126,Thomas Shaw,
2024-10-14,878.52,"Rodriguez, Warner and Rosales",USER__003,Kelsey Pena,
2024-11-28,25.21,"Morales, Palmer and Collins",USER__007,Julie Russell,
2024-10-11,820.41,Ortega Group,USER__009,Amy Pierce,
2024-11-22,18.95,Mendoza and Sons,USER__074,Elizabeth Barnes,
2024-11-21,2121.56,"Shelton, Cabrera and Snyder",USER__128,Chad Reese,
2024-10-19,81.28,Peters PLC,USER__180,Michelle Holden,
2024-12-02,188.13,Davis-Rojas,USER__163,Steven Smith,
2024-11-18,849.33,"Gonzalez, Bryant and Jackson",USER__010,Daniel Pitts,
2024-12-26,93.75,Burns-Roberts,USER__076,Sara Michael,
2024-12-11,95.27,Wright-King,USER__181,Anthony Miller,
2024-09-01,690.07,Lopez-Stewart,USER__012,Pamela Nguyen,
2024-10-04,240.63,Gonzalez-Chapman,USER__184,Sarah Warner,
2024-09-27,54.95,Boone Group,USER__190,Manuel Robinson,
2024-12-28,2409.73,"Martinez, Jacobs and Mitchell",USER__013,Aaron Martinez,
2024-09-06,2992.41,"Thomas, Ramirez and Meadows",USER__014,Darlene Tucker,
2024-10-18,116.22,Vargas-Green,USER__016,Thomas Salas,
2024-12-25,170.48,"Wallace, Ibarra and David",USER__017,Kevin Harris,
2024-11-13,667.07,"Cooper, Nelson and Hill",USER__018,Jose Gould,
2024-10-13,812.96,Martin Inc,USER__194,Meghan Acosta,
2024-09-09,176.56,"Ware, Roman and Stevens",USER__082,Dana Hunt,
2024-09-20,294.68,Rice-Delgado,USER__019,Lisa Ross,
2024-12-31,221.17,Vega-Crosby,USER__185,Sydney Spencer,
2024-12-16,1443.85,Gonzalez-Smith,USER__195,Anthony Hoffman,
2024-10-28,71.98,"Russell, Garcia and Alvarez",USER__021,Michelle Kim,
2024-10-06,1476.96,Ramirez-Flowers,USER__084,Tammy Williams,
2024-12-23,1789.88,Lewis-Cross,USER__085,Justin Mathews,
2024-12-14,136.12,"Macdonald, Wilson and Johnson",USER__165,Matthew Hobbs,
2024-10-27,422.04,"Hampton, Rhodes and Thomas",USER__023,Sabrina White,
2024-10-29,247.35,"Smith, Phillips and Brown",USER__025,Ashley Carr,
2024-12-30,34.64,Sandoval Inc,USER__089,Juan Kelly,
2024-10-09,85.94,Patterson-Mason,USER__091,Martha Gonzales,
2025-01-12,135.21,Spencer-Miller,USER__026,John Woods,
2024-10-03,707.93,"Gross, Smith and Washington",USER__134,Amber Taylor,
2024-12-30,196.25,Ortega-Cole,USER__027,Michael Hines,
2025-01-12,2876.71,Williams-Jordan,USER__028,David Morrison,
2024-10-30,359.52,Fitzgerald LLC,USER__030,Christy Ramos,
2024-12-16,281.62,"Mathis, Davis and Johnson",USER__135,Jamie Collier,
2025-01-09,50.2,Rivera Ltd,USER__098,Courtney Johnson,
2025-01-03,697.09,"Smith, Hammond and Mitchell",USER__099,Joy Padilla,
2024-09-08,85.98,"Russell, Smith and Rodriguez",USER__100,Lawrence Williams,
2024-11-19,350.03,Tucker-Brewer,USER__033,Andrew Armstrong,
2024-09-10,162.45,"Roberts, Park and Bell",USER__139,Anthony Arnold,
2024-12-14,2587.36,Williams-Fowler,USER__171,Nicole Peterson,
2024-12-14,110.73,"Garza, Keller and Burnett",USER__172,Stephanie Miller,
2024-12-20,124.0,Navarro-Brown,USER__101,Nicole Kaufman,
2024-11-08,279.94,Lambert Inc,USER__141,Hector Saunders,
2024-10-12,51.95,Rodriguez-Nash,USER__143,Rebecca Gamble,
2024-12-15,839.69,Strickland-Hoffman,USER__145,Andres Mckinney,
2024-09-29,241.03,"Coleman, Watson and Hamilton",USER__034,Alexander Li,
2024-09-21,294.36,Wright-Burton,USER__173,Lisa Chavez,
2024-11-30,115.17,Huynh-Gamble,USER__146,Samuel Cabrera,
2024-09-04,550.84,Taylor-Strickland,USER__039,Diane Hudson,
2024-11-21,232.4,Lewis PLC,USER__040,Michael Williams,
2025-01-02,57.26,Mays LLC,USER__106,Joseph Powell,
2024-11-10,205.78,"Robinson, Armstrong and Phillips",USER__107,Kelsey Ibarra,
2024-11-04,130.27,"Flores, Lynch and Wang",USER__108,William Willis,
2024-11-09,1550.75,Benson-Bryant,USER__109,Shannon Ruiz,
2024-09-30,195.05,"Romero, Tucker and Beck",USER__041,Carolyn Brown,
2024-10-12,160.73,"Ruiz, Acosta and Miller",USER__148,Travis Reed,
2025-01-08,1832.46,"Freeman, Williams and Vazquez",USER__110,Michael Paul,
2024-10-22,130.28,Morgan and Sons,USER__150,Selena Lewis,
2024-09-15,1920.77,Thompson LLC,USER__113,Bianca Bell,
2024-11-12,80.44,Long-Rodriguez,USER__114,Brenda Haas,
2024-10-19,34.28,Young-Collins,USER__043,Ashley Smith,
2024-10-01,62.91,Hammond-Blake,USER__044,Christopher Harmon,
2024-10-20,100.18,"Gordon, Harper and Blanchard",USER__046,Erika Vazquez,
2024-09-05,470.1,Harris LLC,USER__151,Scott Daniels,
2024-09-21,18.89,"Murphy, Li and Herrera",USER__048,Shannon Duke,
2024-10-13,101.74,Hoffman-Rodriguez,USER__152,Denise Mathews,
2025-01-11,1219.27,Tate Group,USER__049,Michael Yang,
2024-09-14,79.89,Sanders-Cardenas,USER__175,Robert Mendoza,
2024-09-03,468.03,Ford-Torres,USER__153,Madison Liu,
2024-10-05,420.43,"Lee, Moreno and Lewis",USER__050,James Stewart,
2025-01-06,487.58,Richardson Ltd,USER__054,Rebecca Lopez,
2024-10-01,69.67,Walsh-Hunt,USER__055,Cameron Nielsen,
2024-09-02,332.17,"Holmes, Page and Gregory",USER__196,Chase Garcia,
2025-01-11,48.48,"Mcknight, King and Gross",USER__056,Mark Bailey,
2024-09-01,35.21,Smith and Sons,USER__176,Ashley Campbell,
2024-09-25,2267.7,"Mcintosh, Lynch and Collins",USER__059,Jason Jones,
2024-10-24,367.62,Anthony Group,USER__060,Richard Williams,
2024-12-14,88.09,Ponce PLC,USER__120,Kathy Maldonado,
2024-12-05,1304.45,"Harris, Dalton and Maldonado",USER__197,Amy Powell,
2024-11-18,573.83,Smith Group,USER__157,Anthony Armstrong,
2024-10-15,191.34,Potter Inc,USER__188,Joan Marquez,
2024-10-13,206.0,Cardenas-Erickson,USER__123,Jacqueline Gonzalez,
2024-12-30,395.48,"Lewis, Lamb and Lewis",USER__063,Paul Potter,
2024-12-29,82.0,Hall-Forbes,USER__064,Kevin Hensley,
2024-12-27,712.59,Doyle-Baker,USER__067,Kimberly Gonzalez,
2025-01-02,50.97,Howard LLC,USER__068,Barbara Collins,
2024-09-27,473.8,"Gilbert, Newton and Bell",USER__159,Amy Davis,
2024-11-07,78.31,"Hernandez, Parrish and Gonzalez",USER__160,Jacqueline Gordon,
2024-09-20,829.02,"Cook, Mcmahon and Cervantes",USER__189,Linda Pittman,
2025-01-09,1044.2,Welch and Sons,USER__069,Jennifer Villegas,
2024-12-05,83.89,Smith-Little,USER__001,Sean Rodriguez,
2024-10-27,405.89,"Bradley, Padilla and Gutierrez",USER__072,Crystal Knapp,
2024-11-16,975.99,Welch-Smith,USER__162,Monica Bartlett,
2024-10-21,74.2,Mcgee Inc,USER__005,Alexander Richardson,
2024-12-12,1447.95,Jones-White,USER__073,Hunter Peters,
2025-01-08,474.36,"Wade, Tran and Taylor",USER__007,Julie Russell,
2024-11-27,150.48,"Campbell, Rodriguez and Robles",USER__127,Christopher Harris,
2024-10-20,194.93,Adams-Neal,USER__009,Amy Pierce,
2024-12-13,74.09,Mcdonald-Atkins,USER__074,Elizabeth Barnes,
2024-10-13,56.54,Singh and Sons,USER__010,Daniel Pitts,
2024-11-19,920.43,Garcia-Peters,USER__183,Betty Atkinson,
2024-10-24,302.53,Nelson Inc,USER__130,Amy Mercer,
2024-10-05,951.69,Cruz-Johnson,USER__190,Manuel Robinson,
2024-09-02,133.21,"Kelley, Conner and Zuniga",USER__014,Darlene Tucker,
2024-12-13,71.55,Burke Group,USER__079,Hannah Maynard,
2024-09-05,193.38,Turner-King,USER__193,Scott Harrison,
2024-10-06,33.94,Hill-Garrett,USER__081,Michael Huang,
2024-09-12,361.36,"Henry, Lyons and Foster",USER__133,Matthew Aguilar,
2024-11-03,88.25,Berry Inc,USER__084,Tammy Williams,
2024-09-26,53.17,"Watts, Baker and Gallegos",USER__022,Ann Sullivan,
2025-01-12,208.78,Johnson-Walker,USER__086,Joshua Burgess,
2024-09-05,199.39,"Johnson, Moore and Oliver",USER__087,Mary Pittman,
2024-11-19,42.27,"Walters, Scott and Martinez",USER__090,Christina Ellis,
2024-11-11,344.03,Roth Inc,USER__092,Keith Clark,
2024-11-09,921.96,Crane-Oneill,USER__029,Jennifer Quinn,
2024-10-21,226.23,"Morris, Flores and Shannon",USER__093,Nicholas Jones,
2024-12-28,94.16,Thompson PLC,USER__135,Jamie Collier,
2024-09-13,53.25,Butler Group,USER__137,Kimberly Klein,
2024-11-08,152.08,Higgins LLC,USER__032,Fernando Oliver,
2025-01-05,45.3,Smith and Sons,USER__094,Yvonne Silva,
2024-11-17,261.19,Hunt-Mccoy,USER__095,Margaret Carter,
2024-12-29,726.96,Wright and Sons,USER__096,Charles Glover,
2024-10-27,46.97,Gordon LLC,USER__168,Aaron Mckee,
2024-11-01,281.73,"Rhodes, Martinez and Gonzales",USER__169,Kurt Dennis,
2024-12-06,412.67,Clark and Sons,USER__099,Joy Padilla,
2024-12-02,469.85,Harper Inc,USER__139,Anthony Arnold,
2024-10-08,130.74,Wolf-Murray,USER__172,Stephanie Miller,
2024-10-24,180.82,Navarro-Craig,USER__101,Nicole Kaufman,
2024-09-29,417.78,Scott-Reyes,USER__144,Catherine Evans,
2024-10-07,526.34,Sandoval and Sons,USER__035,Raymond Ayala,
2024-09-26,164.6,"Rodriguez, Osborne and Wagner",USER__103,Alison Leon,
2025-01-05,302.56,"French, Schultz and Duran",USER__036,Michele Anderson,
2024-10-27,414.91,Burgess PLC,USER__147,Jennifer Tapia,
2024-10-25,83.29,Patton-Cain,USER__104,Elizabeth Johnson,
2024-10-16,118.87,Stevenson PLC,USER__038,Stephanie Tran,
2024-10-03,113.17,"Barber, Johnson and Garrison",USER__039,Diane Hudson,
2024-12-21,558.09,Smith and Sons,USER__108,William Willis,
2024-11-11,177.26,"Hall, Townsend and Nelson",USER__191,Carrie Nguyen,
2024-12-10,128.37,Chambers Ltd,USER__186,Betty Charles,
2024-11-20,87.41,Price-Alexander,USER__041,Carolyn Brown,
2024-12-30,95.12,Harris-Ruiz,USER__148,Travis Reed,
2024-09-09,108.16,Hammond Inc,USER__149,Regina Woods,
2024-11-22,184.84,Martinez-Jones,USER__110,Michael Paul,
2025-01-05,251.38,Bates LLC,USER__111,Wayne Madden,
2024-11-20,101.49,Benjamin-Perez,USER__150,Selena Lewis,
2024-11-07,155.87,Howe and Sons,USER__042,Lisa Morse,
2024-11-08,142.52,"Torres, Turner and Anderson",USER__187,Anita Ramirez,
2024-11-14,37.72,"Kline, Robinson and Lee",USER__044,Christopher Harmon,
2024-09-23,25.15,Case PLC,USER__046,Erika Vazquez,
2024-10-18,943.24,"Burke, Morgan and Shaw",USER__116,Patrick Knight,
2024-12-19,136.62,"Watts, Brown and Black",USER__117,Joseph Torres,
2025-01-12,255.04,Mills Ltd,USER__118,Kristin Richardson,
2024-09-16,412.23,White Group,USER__051,Mark Anderson,
2024-11-30,471.84,Curtis Inc,USER__198,Sherri Rich,
2024-09-02,2381.18,"Williams, Collins and Hull",USER__196,Chase Garcia,
2024-11-27,408.06,Castillo LLC,USER__156,Christopher Reynolds,
2024-12-17,2440.48,Dickerson-Hernandez,USER__058,Roger Riley,
2024-12-24,198.22,"Spence, Thompson and Reed",USER__176,Ashley Campbell,
2025-01-08,64.63,"Calhoun, Baird and Lara",USER__200,Gwendolyn Wiley,
2024-11-02,868.06,"Acosta, Delgado and Schmidt",USER__120,Kathy Maldonado,
2024-12-04,38.33,Griffin-Cannon,USER__121,Sean Reilly,
2024-10-11,49.36,Rogers Inc,USER__177,Kayla Holt,
2024-12-24,126.45,"Harrington, Johnson and Sanchez",USER__197,Amy Powell,
2024-11-15,950.33,Taylor PLC,USER__062,Tina Lucas,
2024-12-21,38.1,"Leon, Hall and Silva",USER__122,Matthew Moody,
2024-11-18,292.62,Baker-Mitchell,USER__157,Anthony Armstrong,
2025-01-06,576.86,Porter-Medina,USER__178,Richard Lowery,
2024-09-28,403.48,Hawkins-Rivera,USER__066,Erin Baker,
2024-11-18,72.67,Castro-Dougherty,USER__199,Sara Gonzalez,
2024-11-17,276.17,Simpson PLC,USER__069,Jennifer Villegas,
2024-09-27,381.7,"Munoz, Esparza and Williams",USER__002,Nathan Snyder,
2024-10-11,522.27,Smith and Sons,USER__072,Crystal Knapp,
2024-09-27,2666.18,Cooke-Campbell,USER__126,Thomas Shaw,
2024-11-15,393.89,Harding-Scott,USER__005,Alexander Richardson,
2024-10-25,26.36,Ryan-Maxwell,USER__128,Chad Reese,
